file1,start1,end1,file2,start2,end2,classification,notes
2752455_0.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,ONE-SIDED: SO answer says the code is from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html.
2789247_0.java,1,11,netbeans-6.9.1-201007282301/openide.nodes/src/org/openide/nodes/EntrySupport.java,1293,1302,EX,ONE-SIDED SO posts code from java original Arrays implementation. no evidence on qualitas code
2870786_0.java,1,11,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,SO posts code from apache commons io. apache commons io is copied to tomcat code base
2870786_0.java,1,11,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,SO posts code from apache commons io. apache commons io is copied to spring code base
2893932_0.java,1,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,"INSECURE: SO answer says the code is copied from http://www.exampledepot.com/egs/javax.net.ssl/trustall.html. But, in another post, the answerer points to an archived version of the web here: SO answer says the code is from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html."
292287_0.java,1,21,netbeans-6.9.1-201007282301/java.source/test/unit/data/jdk/JTable.java,103,125,EX,ONE-SIDED: SO answer says the code is copied from http://docs.oracle.com/javase/tutorial/uiswing/components/table.html#data.
3029083_0.java,1,19,netbeans-6.9.1-201007282301/mobility.midpexamples/SunSamples-Demos/src/example/http/HttpExample.java,51,70,EX,ONE-SIDED SO posts code from java's original HttpConnection class. no evidence on qualitas code
3671309_0.java,9,24,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,The trustAllCerts is very likely to come from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html.
3997606_0.java,70,82,netbeans-6.9.1-201007282301/db.dataview/src/org/netbeans/modules/db/dataview/table/ResultSetTableCellEditor.java,173,185,EX,"cloned code. no evidence as SO links are broken. SO answer says the code is adapted from http://jroller.com/santhosh/entry/keyboard_handling_in_tablecelleditor, http://www.oracle.com/splash/java.net/maintenance/index.html#482236, and https://stackoverflow.com/questions/3979621/get-correct-editing-behaviour-in-jtable-using-java-defaultcelleditor."
4065537_0.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,SO posts code from io utils. tomcat copies io utils to its code base
4065537_0.java,1,10,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,SO posts code from io utils. spring copies io utils to its code base
4154530_0.java,9,28,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/webapp/utils/Utils.java,21,40,EX,ONE-SIDED SO posts code from original Sun implementation. no evidence on eclipse code
4199689_0.java,1,13,netbeans-6.9.1-201007282301/spring.beans/src/org/netbeans/modules/spring/beans/utils/StringUtils.java,9,20,EX,ONE-SIDED SO posts code from original StringBuilder implementation. no evidence from qualitas code
4388011_2.java,1,11,batik-src-1.7/batik-1.7/sources/org/apache/batik/gvt/CompositeGraphicsNode.java,526,536,EX,ONE-SIDED SO posts code from ArrayList implementation. no evidence on qualitas
4453908_0.java,1,21,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,17,37,EX,The trustAllCerts is very likely to come from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html.
4453908_0.java,1,21,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,The trustAllCerts is very likely to come from http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html.
4565531_1.java,1,11,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,SO posts code from io utils. tomcat copied io utils to its code base
4565531_1.java,1,11,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,SO posts code from io utils. struts copied io utils to its code base
5542152_0.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,392,415,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,440,463,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,488,511,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,536,559,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,584,607,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,632,655,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
5542152_0.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,680,703,EX,SO posts code from Collections.sort. even comments from qualitas code are the same
554324_0.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/IOUtils.java,25,35,EX,original snippet is from IOUtils. tomcat copied ioutils to its code base
554324_0.java,1,10,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,original snippet is from IOUtils. struts copied ioutils to its code base
6236324_0.java,64,80,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,71,88,EX,ONE-SIDED SO copies code from original Sun snippet.
6236324_0.java,124,137,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,132,145,EX,ONE-SIDED SO copies code from original Sun snippet.
6356081_0.java,1,10,batik-src-1.7/batik-1.7/sources/org/apache/batik/ext/awt/image/codec/util/SeekableStream.java,135,144,EX,ONE-SIDED: SO answer code is copied from java.io.DataInputStream.readInt().
6356081_0.java,1,10,batik-src-1.7/batik-1.7/sources/org/apache/batik/ext/awt/image/codec/util/SeekableStream.java,145,154,EX,ONE-SIDED: SO answer code is copied from java.io.DataInputStream.readInt().
6356081_0.java,1,10,iText-src-5/src/core/com/itextpdf/text/pdf/RandomAccessFileOrArray.java,353,362,EX,ONE-SIDED: SO answer code is copied from java.io.DataInputStream.readInt().
6356081_0.java,1,10,iText-src-5/src/core/com/itextpdf/text/pdf/RandomAccessFileOrArray.java,363,372,EX,ONE-SIDED: SO answer code is copied from java.io.DataInputStream.readInt().
6356081_0.java,1,10,netbeans-6.9.1-201007282301/classfile/src/org/netbeans/modules/classfile/ConstantPoolReader.java,72,82,EX,ONE-SIDED: SO answer code is copied from java.io.DataInputStream.readInt().
6441604_0.java,1,12,drjava-stable-20100913-r5387-src/drjava-stable-20100913-r5387/src/src/edu/rice/cs/drjava/ui/RegionsTreePanel.java,234,245,EX,ONE-SIDED SO posts code originally from Java swing class. no evidence regarding qualitas code
6534233_0.java,1,11,apache-jmeter-2.9/apache-jmeter-2.9/src/core/org/apache/jmeter/util/XPathUtil.java,144,154,EX,"ONE-SIDED: There is no evidence in the original SO answer. However, there's another SO question saying that the code is from somewhere else: https://stackoverflow.com/questions/4412848/xml-node-to-string-in-java."
6691268_0.java,1,21,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,207,227,EX,SO and qualitas say they copied from original Throwable class
7032144_1.java,1,11,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/feature/collection/AdaptorFeatureCollection.java,202,216,EX,ONE-SIDED SO posts code from original AbstractCollection class. no evidence on qualitas code
7032144_1.java,1,11,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/feature/collection/AdaptorFeatureCollection.java,217,231,EX,ONE-SIDED SO posts code from original AbstractCollection class. no evidence on qualitas code
7032144_1.java,1,11,netbeans-6.9.1-201007282301/cnd.modelimpl/src/org/netbeans/modules/cnd/modelimpl/uid/LazyCsmCollection.java,104,114,EX,ONE-SIDED SO posts code from original AbstractCollection class. no evidence on qualitas code
7071060_1.java,30,47,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/http/entity/FileEntity.java,26,41,EX,author of answer provides code which is claimed to be based on apache code
7727999_0.java,59,89,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,74,100,EX,SO says the solution is based on original GridLayout code. qualitas code is another variant of GridLayout
7727999_0.java,59,89,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,102,128,EX,SO says the solution is based on original GridLayout code. qualitas code is another variant of GridLayout
7727999_0.java,90,120,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,74,100,EX,SO says the solution is based on original GridLayout code. qualitas code is another variant of GridLayout
7727999_0.java,90,120,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,102,128,EX,SO says the solution is based on original GridLayout code. qualitas code is another variant of GridLayout
8199584_0.java,44,67,netbeans-6.9.1-201007282301/lib.profiler.ui/src/org/netbeans/lib/profiler/ui/components/EqualFlowLayout.java,48,68,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0.java,44,67,netbeans-6.9.1-201007282301/lib.profiler.ui/src/org/netbeans/lib/profiler/ui/components/EqualFlowLayout.java,69,90,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0.java,44,67,netbeans-6.9.1-201007282301/mercurial/src/org/netbeans/modules/mercurial/ui/diff/VerticalFlowLayout.java,16,33,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0.java,44,67,netbeans-6.9.1-201007282301/openide.awt/src/org/openide/awt/EqualFlowLayout.java,29,50,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0.java,44,67,netbeans-6.9.1-201007282301/openide.awt/src/org/openide/awt/EqualFlowLayout.java,51,71,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0.java,68,91,netbeans-6.9.1-201007282301/lib.profiler.ui/src/org/netbeans/lib/profiler/ui/components/EqualFlowLayout.java,48,68,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0.java,68,91,netbeans-6.9.1-201007282301/lib.profiler.ui/src/org/netbeans/lib/profiler/ui/components/EqualFlowLayout.java,69,90,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0.java,68,91,netbeans-6.9.1-201007282301/mercurial/src/org/netbeans/modules/mercurial/ui/diff/VerticalFlowLayout.java,34,51,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0.java,68,91,netbeans-6.9.1-201007282301/openide.awt/src/org/openide/awt/EqualFlowLayout.java,29,50,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
8199584_0.java,68,91,netbeans-6.9.1-201007282301/openide.awt/src/org/openide/awt/EqualFlowLayout.java,51,71,EX,SO solution is based on the original FlowLayout implementation. qualitas code also claims to be an extension of the original FlowLayout
853062_0.java,1,10,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/JTableUtilities.java,173,182,EX,"cloned code, even comments are the same. SO poists origin to web, web points to book."
853062_0.java,1,10,weka-3-7-9/main/java/weka/gui/JTableHelper.java,134,143,EX,"cloned code, even comments are the same. SO poists origin to web, web points to book."
8580765_0.java,1,12,netbeans-6.9.1-201007282301/cnd.repository/src/org/netbeans/modules/cnd/repository/util/LongHashMap.java,156,168,EX,SO posts code from original HashMap. qualitas is also based on HashMap
8580765_0.java,1,12,netbeans-6.9.1-201007282301/parsing.api/src/org/netbeans/modules/parsing/impl/indexing/LongHashMap.java,156,168,EX,SO posts code from original HashMap. qualitas is also based on HashMap
8580765_0.java,1,12,Vuze_4812_source/org/gudy/azureus2/core3/util/ByteArrayHashMap.java,143,154,EX,SO posts code from original HashMap. qualitas is also based on HashMap
8713017_0.java,1,12,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/file/tfile/SimpleBufferedOutputStream.java,26,37,EX,SO posts from original BufferedWriter. qualitas code is a simplified version of this class
8753200_0.java,1,14,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/servlet/ServletFileUpload.java,12,25,EX,SO answer says the code is from Apache Commons FileUpload API (this one? commons-fileupload/src/main/java/org/apache/commons/fileupload/servlet/ServletFileUpload.java).
8753200_0.java,1,14,mvnforum-1.2.2-mvnad-1.0.1/mvnforum-1.2.2-mvnad-1.0.1-src-20100817/myvietnam/src/net/myvietnam/mvncore/web/fileupload/FileUploadBase.java,23,35,EX,ONE-SIDED SO posts code from tomcat. no evidence on qualitas code
9054989_0.java,1,15,netbeans-6.9.1-201007282301/cnd.repository/src/org/netbeans/modules/cnd/repository/util/LongHashMap.java,68,82,EX,SO posts code from original HashMap implementation. qualitas code is also based on HashMap
9054989_0.java,1,15,netbeans-6.9.1-201007282301/parsing.api/src/org/netbeans/modules/parsing/impl/indexing/LongHashMap.java,68,82,EX,SO posts code from original HashMap implementation. qualitas code is also based on HashMap
9054989_1.java,1,16,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/internal/util/collections/ConcurrentReferenceHashMap.java,233,248,EX,SO posts code from original HashMap implementation. qualitas code is also based on HashMap
10289462_0.java,4,23,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/jasper/runtime/JspRuntimeLibrary.java,260,279,EX,SO code is from tomcat. Eclipse copied class from tomcat to Eclipse
10289462_0.java,4,23,struts2-2.2.1-all/struts-2.2.1/src/plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/runtime/JspRuntimeLibrary.java,255,274,EX,SO code is from tomcat. struts copied class from tomcat to struts
10315932_0.java,1,11,netbeans-6.9.1-201007282301/openide.explorer/src/org/openide/explorer/view/OutlineView.java,934,944,EX,original old Sun code. copied to netbeans
11187462_0.java,63,75,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,53,65,EX,"SO copy and pastes from log4j and modifies to find solution. jdbc code is from the same author as log4j, likely clones."
12427981_1.java,17,32,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/LoggingOutputStream.java,36,51,EX,(by Jens) have an evidence that I comes from https://svn.apache.org/repos/asf/logging/log4j/trunk/contribs/JimMoore/LoggingOutputStream.java
12879764_0.java,25,40,iReport-3/iReport-3.7.5-src/jasperreports-components/src/com/jaspersoft/ireport/components/spiderchart/SpiderChartIcon.java,93,108,EX,ONE-SIDED SO says he copied code from a book and modified.
15260207_0.java,111,128,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,56,73,EX,both SO answer and qualitas code say they adapted the code from Sun tutorials
19856538_0.java,21,50,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/core/util/PropertiesUtil.java,64,93,EX,ONE-SIDED SO copies code from original Java class implementation. Eclipse says it's copied from another class in Eclipse.
19856538_0.java,21,50,netbeans-6.9.1-201007282301/mobility.midpexamples/LocalizationDemo/src/l10ndemo/LocalizationSupport.java,189,218,EX,ONE-SIDED SO copies code from original Java class implementation. no evidence on where it comes from in netbeans
19856538_0.java,21,50,netbeans-6.9.1-201007282301/properties/src/org/netbeans/modules/properties/UtilConvert.java,58,87,EX,ONE-SIDED SO copies code from original Java class implementation. no evidence on where it comes from in netbeans
19856538_0.java,21,52,pooka_080505/net/suberic/util/FileVariableBundle.java,157,188,EX,both SO and qualitas copies code from original Java class implementation. ripped directly from java.util.Properties; hope they don't mind.
19856538_0.java,22,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/compare/PropertiesStructureCreator.java,218,227,EX,ONE-SIDED SO code comes from Java's Properties class.
19856538_0.java,22,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/core/util/PropertiesUtil.java,65,74,EX,ONE-SIDED SO code comes from Java's Properties class.
19856538_0.java,22,31,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/ui/nls/StringHelper.java,91,100,EX,ONE-SIDED SO code comes from Java's Properties class.
19856538_0.java,22,31,netbeans-6.9.1-201007282301/lexer/src/org/netbeans/lib/lexer/UnicodeEscapesPreprocessor.java,14,23,EX,ONE-SIDED SO code comes from Java's Properties class.
19856538_0.java,22,31,netbeans-6.9.1-201007282301/mobility.midpexamples/LocalizationDemo/src/l10ndemo/LocalizationSupport.java,190,199,EX,ONE-SIDED SO code comes from Java's Properties class.
19856538_0.java,22,31,netbeans-6.9.1-201007282301/properties/src/org/netbeans/modules/properties/UtilConvert.java,59,68,EX,author of answer says he copied from a java API class. Netbean's code is too old to be copied from stackoverflow and too similar to the java API class to be similar for chance 
20895609_0.java,7,18,aoisrc281/ArtOfIllusion/src/artofillusion/math/SimplexNoise.java,17,28,EX,author of answer copied code from the original Perlin's implementation of the noise. Qualitas code copied from a paper that copied from the original Perlin's code
21734562_0.java,24,48,jboss-5/jboss-5.1.0.GA-src/tomcat/src/main/org/jboss/web/tomcat/security/jaspi/modules/HTTPBasicServerAuthModule.java,63,87,EX,SO copies code from tomcat. jboss copied tomcat code to is codebase
21734562_0.java,58,68,jboss-5/jboss-5.1.0.GA-src/tomcat/src/main/org/jboss/web/tomcat/security/jaspi/modules/HTTPBasicServerAuthModule.java,97,107,EX,SO copies code from tomcat. jboss copied tomcat code to is codebase
23586872_1.java,1,20,eclipse_SDK/eclipse_SDK-4.3/src/src/junitsrc/org/junit/Assert.java,33,52,EX,SO copies code from JUnit to assist reply. eclipse copied code from JUnit to its code base
25373489_0.java,26,35,weka-3-7-9/main/java/weka/gui/beans/KnowledgeFlowApp.java,1992,2001,EX,ONE-SIDED SO answer copied code from web. web code is example fron SUN (http://docs.oracle.com/javase/tutorial/displayCode.html?code=http://docs.oracle.com/javase/tutorial/uiswing/examples/components/TabComponentsDemoProject/src/components/ButtonTabComponent.java). no evidence where code in weka comes from
5266856_0.java,2,15,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,111,124,EX,SO posts code from original servlet implementation to assist in reply. tomcat copied this code to its code base
5266856_0.java,2,15,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,109,122,EX,SO posts code from original servlet implementation to assist in reply. tomcat copied this code to its code base
6236324_0.java,226,255,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,152,181,EX,common code used to transform images to movie. original code from Sun.
9291241_1.java,1,11,eclipse_SDK/eclipse_SDK-4.3/src/src/libsrc/org/apache/tools/ant/taskdefs/Mkdir.java,19,29,EX,SO copies code from ant to assist in reply. eclipse copied ant to its code base
9549009_0.java,54,70,Vuze_4812_source/org/bouncycastle/crypto/generators/OpenSSLPBEParametersGenerator.java,39,55,EX,EX: SO answer says the the code is copied shamelessly from org.bouncycastle.crypto.generators.PKCS5S2ParametersGenerator. Even it's not this file but they are very similar and from the same project.
11092289_1.java,26,42,iReport-3/iReport-3.7.5-src/jasperserver-plugin/src/com/jaspersoft/ireport/jasperserver/ws/IReportSSLSocketFactory.java,49,71,UD,"cloned code. not evidence from where. code in qualitas older than stackoverflow answer, but code on SO snippet seems to be from a different system"
11319346_0.java,121,142,apache-jmeter-2.9/apache-jmeter-2.9/src/jorphan/org/apache/jorphan/gui/layout/VerticalLayout.java,88,109,UD,"clone of a whole class. Qualitas code seems old, but no evidence SO answer came directly from qualitas code."
11319346_0.java,143,179,apache-jmeter-2.9/apache-jmeter-2.9/src/jorphan/org/apache/jorphan/gui/layout/VerticalLayout.java,34,69,UD,"clone of a whole class. Qualitas code seems old, but no evidence SO answer came directly from qualitas code."
11741948_0.java,1,12,apache-log4j-1.2.16/apache-log4j-1.2.16/src/main/java/org/apache/log4j/lf5/util/StreamUtils.java,12,23,UD,cloned code without evidence of source
13302801_0.java,84,102,netbeans-6.9.1-201007282301/java.source/test/unit/data/jdk/JTable.java,1434,1450,UD,"cloned code, no evidence"
13311280_0.java,29,54,netbeans-6.9.1-201007282301/form/test/qa-functional/data/SampleDesktopApplication/src/sampledesktopapplication/SampleDesktopView.java,40,65,UD,An exactly similar (-1 line) 54-line clone. The comments are even similar to code in netbeans. It is also similar to the code in http://www.programcreek.com/java-api-examples/index.php?api=org.jdesktop.application.SingleFrameApplication and it says it's copied from open source project.
13311280_0.java,29,54,netbeans-6.9.1-201007282301/java.examples/MarsRoverViewer/src/marsroverviewer/MarsRoverViewerView.java,51,76,UD,"cloned code, no evidence"
13311280_0.java,29,54,netbeans-6.9.1-201007282301/swingapp/appshells/BasicShellApp/src/applicationpackage/ShellView.java,40,65,UD,"cloned code, no evidence"
17966859_0.java,6,18,iReport-3/iReport-3.7.5-src/ireport-designer/src/com/jaspersoft/ireport/designer/subreport/TableComboBoxRenderer.java,11,22,UD,"cloned code, no evidence"
18921519_0.java,72,85,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/test/org/apache/catalina/tribes/demos/MapDemo.java,339,352,UD,no evidence on stackoverflow or in the original source code from where the cloned method was originally implemented
21099738_0.java,2,30,jboss-5/jboss-5.1.0.GA-src/console/src/main/org/jboss/console/plugins/helpers/servlet/ServletHelper.java,3,31,UD,"cloned code, no evidence"
24330611_0.java,137,240,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,89,184,UD,"clones code, no evidence from where"
24330611_0.java,217,227,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,161,171,UD,"clones code, no evidence from where"
24330611_0.java,320,333,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/TreeCollapseDemo.java,249,260,UD,"clones code, no evidence from where"
24330611_0.java,320,333,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexCollapseDemo.java,218,229,UD,"clones code, no evidence from where"
24680923_0.java,17,42,jstock-1.0.7c/jstock/src/org/yccheok/jstock/alert/GoogleMail.java,18,43,UD,"cloned code, no evidence"
25150803_0.java,35,50,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/plaf/palette/PaletteListCellRenderer.java,19,34,UD,"cloned code, no evidence"
25150803_0.java,35,50,netbeans-6.9.1-201007282301/java.navigation/src/org/netbeans/modules/java/stackanalyzer/AnalyserCellRenderer.java,29,44,UD,"cloned code, no evidence"
25150803_0.java,35,50,netbeans-6.9.1-201007282301/spellchecker/src/org/netbeans/modules/spellchecker/options/CheckBoxRenderrer.java,22,37,UD,one method in answer exactly equal a method on netbeans but no evidence if the answer copied from netbeans of where this code is originally from
550172_0.java,39,68,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,457,487,UD,"cloned code, no evidence"
550172_0.java,69,81,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/util/Images.java,81,93,UD,"cloned code, no evidence"
550172_0.java,69,81,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,444,456,UD,cloned code but no evidence whether it came from
6535337_0.java,1,40,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,130,178,UD,"cloned code, no evidence"
6951800_0.java,1,16,netbeans-6.9.1-201007282301/javahelp/src/org/netbeans/modules/javahelp/BrowserDisplayer.java,248,263,UD,"cloned code, no evidence"
7324159_1.java,28,92,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/util/TableLayoutComposite.java,73,139,UD,"cloned code, no evidence"
7324159_1.java,28,92,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/viewers/TableLayout.java,68,137,UD,"cloned code, no evidence"
8416340_0.java,4,23,findbugs-1/findbugs-1.3.9/src/antTask/edu/umd/cs/findbugs/anttask/UnionBugs.java,65,81,UD,know code to copy file and folders. origin unknown
10135259_0.java,1,22,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,17,37,UD,commonly reused snippet to connect to https and avoid certificates
10135259_0.java,1,22,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,UD,commonly reused snippet to connect to https and avoid certificates
102737_0.java,1,12,cayenne-3/cayenne-3.0.1-src/framework/cayenne-modeler/src/main/java/org/apache/cayenne/swing/components/textpane/JCayenneTextPane.java,66,78,UD,Very similar clone (even the comment is the same to JCayenneTextPane.getLineNumber) but without any evidence of copying.
10376128_0.java,2,20,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/internal/util/ConfigHelper.java,64,82,UD,cloned code. no evidence on source
10565927_0.java,1,18,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/internal/util/ConfigHelper.java,64,82,UD,cloned code. no evidence on source
11092289_1.java,26,42,apache-jmeter-2.9/apache-jmeter-2.9/src/core/org/apache/jmeter/util/HttpSSLProtocolSocketFactory.java,78,102,UD,common snippet for a socket factory. no evidence on the original source
11092289_1.java,26,42,rssowl-2.0.5/org.rssowl.core/src/org/rssowl/core/internal/connection/EasySSLProtocolSocketFactory.java,35,50,UD,common snippet for a socket factory. no evidence on the original source
11202699_0.java,1,12,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,UD,common snippet for recursevely delete dirs
11202699_0.java,1,12,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,UD,common snippet for recursevely delete dirs
11202699_0.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,common snippet for recursevely delete dirs
11202699_0.java,1,12,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,common snippet for recursevely delete dirs
11202699_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs
11202699_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs
11371846_0.java,39,49,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/catalina/util/CustomObjectInputStream.java,30,41,UD,"cloned code, no evidence on origins"
12316190_0.java,346,367,iReport-3/iReport-3.7.5-src/ireport-designer/src/com/jaspersoft/ireport/designer/utils/RoundGradientContext.java,20,45,UD,cloned code. no evidence on origin
12428601_0.java,1,12,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,UD,common snippet for recursevely delete dirs
